marital_status,application_mode,application_order,course,time,previous_qualification,nationality,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,unemployment_rate,inflation_rate,gdp,output
single,,2,13,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,25,0,12.4,0.5,1.79,Enrolled
single,,1,12,daytime,Secondary education,Portuguese,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,1,0,0,1,0,1,20,0,7.6,2.6,0.32,Graduate
single,,1,10,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,0,24,0,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,3,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,0,20,0,7.6,2.6,0.32,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,1,0,0,1,0,0,21,0,15.5,2.8,-4.06,Graduate
single,International student (bachelor),1,4,daytime,10th year of schooling,Portuguese,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,0,0,1,1,0,1,19,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,15,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,19,0,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,2,14,daytime,Secondary education,Portuguese,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,1,21,0,9.4,-0.8,-3.12,Graduate
single,,1,12,daytime,Higher education - degree,Portuguese,Higher Education - Degree,2nd cycle of the general high school course,Intermediate Level Technicians and Professions,,0,0,0,1,0,0,28,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,10,daytime,Secondary education,Portuguese,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,1,0,1,0,0,1,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,1,0,1,18,0,12.4,0.5,1.79,Graduate
facto union,,5,12,daytime,Secondary education,Portuguese,Technical-professional course,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Unskilled Workers,1,0,0,1,0,1,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,18,0,9.4,-0.8,-3.12,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor's Degree,Armed Forces Professions,Administrative staff,1,0,0,1,0,0,22,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,,,1,0,0,1,0,0,19,0,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,0,1,0,1,18,0,13.9,-0.3,0.79,Graduate
single,,1,11,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0,0,0,20,0,15.5,2.8,-4.06,Dropout
single,International student (bachelor),1,2,daytime,10th year of schooling,Portuguese,Technical-professional course,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0,0,0,26,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,3,5,daytime,Secondary education,Portuguese,Technical-professional course,,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,18,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,11,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,1,0,0,1,0,1,21,0,10.8,1.4,1.74,Dropout
single,,4,12,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Administrative staff,Administrative staff,1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,6,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,20,0,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,6,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,18,0,15.5,2.8,-4.06,Graduate
single,,6,9,daytime,Secondary education,Portuguese,,,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,0,0,0,1,0,1,19,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,0,0,1,0,0,20,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,1,16,daytime,Secondary education,Portuguese,,10th Year of Schooling,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,1,1,0,1,18,0,12.7,3.7,-1.7,Graduate
single,Holders of other higher courses,2,9,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,0,1,20,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,2,3,evening,Secondary education,Portuguese,,12th Year of Schooling - Not Completed,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",1,0,0,1,0,0,22,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,1,2,daytime,Secondary education,Portuguese,,,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,7.6,2.6,0.32,Enrolled
single,1st phase - special contingent (Madeira Island),1,17,evening,Secondary education,Portuguese,,,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,0,0,0,1,0,0,21,0,8.9,1.4,3.51,Graduate
single,,2,16,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",0,0,0,1,0,0,18,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,0,18,0,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,1,5,daytime,Secondary education,Portuguese,11th Year of Schooling - Not Completed,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,1,0,1,0,1,18,0,8.9,1.4,3.51,Graduate
single,,1,2,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Specialists in Intellectual and Scientific Activities,1,0,0,1,0,0,19,0,15.5,2.8,-4.06,Dropout
single,,3,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,19,0,10.8,1.4,1.74,Enrolled
single,1st phase - general contingent,1,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,0,1,0,0,19,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,3,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,0,19,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Higher Education - Bachelor's Degree,,,1,0,0,1,0,0,19,0,8.9,1.4,3.51,Enrolled
single,,1,11,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,0,0,0,19,0,10.8,1.4,1.74,Dropout
single,Holders of other higher courses,4,11,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,21,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,2,15,daytime,Secondary education,English,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Armed Forces Professions,Installation and Machine Operators and Assembly Workers,0,0,0,1,0,1,20,1,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,Administrative staff,Armed Forces Professions,1,0,0,1,0,1,20,0,11.1,0.6,2.02,Graduate
single,,1,17,evening,Other - 11th year of schooling,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,41,0,7.6,2.6,0.32,Graduate
divorced,,1,12,daytime,10th year of schooling - not completed,Portuguese,Technical-professional course,2nd cycle of the general high school course,Administrative staff,Administrative staff,1,0,0,1,0,0,32,0,12.4,0.5,1.79,Enrolled
single,,3,12,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,0,0,18,0,10.8,1.4,1.74,Graduate
divorced,,1,3,evening,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",0,0,0,1,0,1,35,0,15.5,2.8,-4.06,Graduate
single,,1,12,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,1,0,0,0,32,0,16.2,0.3,-0.92,Dropout
single,,1,3,evening,10th year of schooling - not completed,Portuguese,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Armed Forces Professions,0,0,0,1,0,0,37,0,12.4,0.5,1.79,Graduate
married,,2,9,daytime,Higher education - degree,Portuguese,Higher Education - Degree,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,0,1,0,0,30,0,12.7,3.7,-1.7,Dropout
single,,2,15,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",0,0,0,1,1,0,23,0,7.6,2.6,0.32,Graduate
single,,2,15,daytime,Secondary education,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Installation and Machine Operators and Assembly Workers,1,0,0,1,0,1,20,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,1,14,daytime,Secondary education,Portuguese,,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,0,0,0,1,1,0,21,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,1,9,daytime,Secondary education,Portuguese,,10th Year of Schooling,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry",Installation and Machine Operators and Assembly Workers,0,0,0,1,1,0,19,0,12.4,0.5,1.79,Graduate
single,,4,12,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,10th Year of Schooling,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,1,0,0,1,1,1,18,0,10.8,1.4,1.74,Graduate
single,,1,7,daytime,Secondary education,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,,"Legislative Power and Executive Bodies, Directors, Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, and Executive Managers",0,0,0,1,1,0,18,0,10.8,1.4,1.74,Dropout
single,,1,17,evening,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers and Sellers",,0,0,0,1,1,0,24,0,12.4,0.5,1.79,Enrolled
single,,1,14,daytime,Secondary education,Portuguese,Secondary Education - 12th Year of Schooling or Equivalent,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,1,0,0,1,1,0,22,0,12.7,3.7,-1.7,Graduate
single,,4,11,daytime,Secondary education,Portuguese,,Secondary Education - 12th Year of Schooling or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,0,1,1,0,18,0,16.2,0.3,-0.92,Dropout
single,Holders of other higher courses,2,10,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,"Farmers and Skilled Workers in Agriculture, Fisheries, Forestry","Skilled Workers in Industry, Construction, and Craftsmen",1,0,0,1,0,0,18,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,2,5,daytime,Secondary education,Lithuanian,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Equivalent,Armed Forces Professions,Specialists in Intellectual and Scientific Activities,1,0,0,1,1,0,21,1,16.2,0.3,-0.92,Graduate
divorced,,1,12,daytime,Secondary education,Portuguese,Technical-professional course,2nd cycle of the general high school course,Armed Forces Professions,Armed Forces Professions,0,0,1,1,0,0,38,0,16.2,0.3,-0.92,Dropout
